text,sentiment
I am extremely happy for my project,positive
The event starts tomorrow during the weekend,neutral
Very satisfied with the results for long term use,positive
Completely disappointed for long term use,negative
The phone has standard features recently,neutral
The response time was moderate for long term use,neutral
The experience was wonderful during the weekend,positive
The experience was wonderful overall,positive
The event starts tomorrow for students,neutral
Bad packaging and late delivery for daily use,negative
The service was okay at home,neutral
The food tasted great for my project,positive
The weather is normal today for work,neutral
The weather is normal today for my project,neutral
It is an average experience for students,neutral
The phone has standard features overall,neutral
The weather is normal today for my project,neutral
I am extremely happy for students,positive
The experience was wonderful in my opinion,positive
This service is terrible for students,negative
I regret buying this during the weekend,negative
The response time was moderate for my project,neutral
The package contains all items during the weekend,neutral
This service is amazing for daily use,positive
The phone has standard features for long term use,neutral
The package contains all items during the weekend,neutral
The food tasted awful overall,negative
The phone has standard features recently,neutral
This service is amazing overall,positive
The response time was moderate for daily use,neutral
The phone has standard features for daily use,neutral
Terrible customer support recently,negative
Highly recommended for long term use,positive
The meeting was held online for work,neutral
Excellent quality for work,positive
I regret buying this for my project,negative
The food tasted great overall,positive
Fantastic support overall,positive
I am extremely happy overall,positive
The meeting was held online for my project,neutral
Completely disappointed overall,negative
The food tasted awful overall,negative
Terrible customer support for long term use,negative
Terrible customer support at home,negative
Worst experience ever for my project,negative
Terrible customer support for long term use,negative
Very poor quality in my opinion,negative
The product arrived today recently,neutral
Worst experience ever for my project,negative
It is an average experience recently,neutral
The food tasted great for work,positive
The food tasted awful during the weekend,negative
This service is terrible at home,negative
The weather is normal today for daily use,neutral
It is an average experience during the weekend,neutral
The product arrived today for students,neutral
Worst experience ever at home,negative
This service is amazing during the weekend,positive
Fantastic support for students,positive
The food tasted awful at home,negative
The product arrived today for work,neutral
The event starts tomorrow for long term use,neutral
I hate this product for daily use,negative
I used the application for my project,neutral
The app crashes frequently during the weekend,negative
I used the application for my project,neutral
Very poor quality at home,negative
It is an average experience for long term use,neutral
Very poor quality during the weekend,negative
The weather is normal today during the weekend,neutral
The service was okay during the weekend,neutral
I love this product for long term use,positive
The app crashes frequently recently,negative
Terrible customer support during the weekend,negative
This service is amazing overall,positive
The app crashes frequently at home,negative
I used the application overall,neutral
I used the application recently,neutral
The meeting was held online recently,neutral
The event starts tomorrow overall,neutral
The food tasted awful recently,negative
The app crashes frequently for my project,negative
Terrible customer support in my opinion,negative
Terrible customer support overall,negative
The meeting was held online recently,neutral
The event starts tomorrow at home,neutral
I regret buying this in my opinion,negative
Very satisfied with the results for my project,positive
The food tasted awful at home,negative
Highly recommended for students,positive
The food tasted awful for daily use,negative
Highly recommended for students,positive
Bad packaging and late delivery for daily use,negative
It is an average experience during the weekend,neutral
Best purchase ever at home,positive
The meeting was held online in my opinion,neutral
The food tasted great recently,positive
Completely disappointed for students,negative
Bad packaging and late delivery recently,negative
The food tasted awful during the weekend,negative
The service was okay for long term use,neutral
The experience was wonderful for daily use,positive
This service is terrible at home,negative
I am extremely happy in my opinion,positive
The food tasted awful for my project,negative
The service was okay overall,neutral
The meeting was held online at home,neutral
This service is amazing for long term use,positive
It is an average experience for students,neutral
I love this product at home,positive
The meeting was held online during the weekend,neutral
Worst experience ever for long term use,negative
Very satisfied with the results during the weekend,positive
Terrible customer support for long term use,negative
The experience was wonderful for daily use,positive
It is an average experience in my opinion,neutral
I love this product recently,positive
The package contains all items for students,neutral
The experience was wonderful overall,positive
The response time was moderate for long term use,neutral
The app crashes frequently overall,negative
The event starts tomorrow overall,neutral
The food tasted awful during the weekend,negative
Very poor quality for daily use,negative
I am extremely happy overall,positive
Best purchase ever for daily use,positive
Highly recommended for my project,positive
The weather is normal today during the weekend,neutral
The phone has standard features at home,neutral
I used the application at home,neutral
The package contains all items overall,neutral
The food tasted great at home,positive
The app crashes frequently for students,negative
Bad packaging and late delivery for students,negative
The product arrived today recently,neutral
Completely disappointed for students,negative
I am extremely happy overall,positive
This service is terrible for long term use,negative
Fantastic support for daily use,positive
Highly recommended for my project,positive
Terrible customer support recently,negative
I hate this product for my project,negative
I used the application overall,neutral
The food tasted great recently,positive
The phone has standard features during the weekend,neutral
Fantastic support for long term use,positive
The event starts tomorrow recently,neutral
The package contains all items in my opinion,neutral
I used the application for my project,neutral
The event starts tomorrow for daily use,neutral
Worst experience ever for daily use,negative
Bad packaging and late delivery overall,negative
The phone has standard features for work,neutral
Highly recommended for work,positive
Completely disappointed for long term use,negative
Excellent quality for work,positive
I am extremely happy for students,positive
Completely disappointed for work,negative
I hate this product in my opinion,negative
This service is terrible recently,negative
This service is amazing for work,positive
Terrible customer support for daily use,negative
The weather is normal today recently,neutral
The phone has standard features overall,neutral
The service was okay for my project,neutral
The food tasted awful for daily use,negative
I hate this product overall,negative
The event starts tomorrow overall,neutral
The experience was wonderful during the weekend,positive
The food tasted great during the weekend,positive
Completely disappointed recently,negative
Very poor quality during the weekend,negative
The experience was wonderful for work,positive
I am extremely happy at home,positive
It is an average experience for work,neutral
The weather is normal today for long term use,neutral
Very poor quality for my project,negative
Best purchase ever recently,positive
The event starts tomorrow overall,neutral
Best purchase ever for students,positive
I regret buying this for work,negative
The app crashes frequently recently,negative
The package contains all items for my project,neutral
The service was okay for long term use,neutral
The package contains all items recently,neutral
Highly recommended overall,positive
Terrible customer support for students,negative
I used the application for my project,neutral
The food tasted awful during the weekend,negative
This service is terrible overall,negative
This service is terrible in my opinion,negative
Terrible customer support recently,negative
Worst experience ever during the weekend,negative
The experience was wonderful for my project,positive
The food tasted great at home,positive
Best purchase ever for students,positive
The meeting was held online for long term use,neutral
Fantastic support in my opinion,positive
The phone has standard features during the weekend,neutral
Excellent quality for work,positive
The experience was wonderful for my project,positive
I hate this product recently,negative
The food tasted awful in my opinion,negative
The event starts tomorrow for daily use,neutral
Completely disappointed overall,negative
The product arrived today for my project,neutral
Terrible customer support recently,negative
It is an average experience for daily use,neutral
The food tasted awful for long term use,negative
I hate this product recently,negative
The service was okay during the weekend,neutral
Completely disappointed recently,negative
Fantastic support for students,positive
Bad packaging and late delivery for my project,negative
Terrible customer support for my project,negative
The product arrived today recently,neutral
This service is terrible in my opinion,negative
The product arrived today for daily use,neutral
The phone has standard features at home,neutral
The event starts tomorrow for work,neutral
Terrible customer support during the weekend,negative
I hate this product overall,negative
The service was okay for students,neutral
The event starts tomorrow during the weekend,neutral
Very poor quality overall,negative
Excellent quality for long term use,positive
Very poor quality in my opinion,negative
The meeting was held online for students,neutral
Highly recommended overall,positive
The experience was wonderful at home,positive
The weather is normal today overall,neutral
The package contains all items for my project,neutral
It is an average experience for daily use,neutral
The food tasted great for long term use,positive
Best purchase ever in my opinion,positive
The weather is normal today at home,neutral
The event starts tomorrow for students,neutral
Worst experience ever for long term use,negative
The event starts tomorrow at home,neutral
Highly recommended overall,positive
The app crashes frequently in my opinion,negative
The package contains all items for my project,neutral
I regret buying this recently,negative
The weather is normal today at home,neutral
I am extremely happy recently,positive
The weather is normal today at home,neutral
The phone has standard features recently,neutral
I love this product for daily use,positive
Excellent quality recently,positive
The experience was wonderful recently,positive
The weather is normal today for long term use,neutral
Very poor quality recently,negative
Bad packaging and late delivery in my opinion,negative
The food tasted awful for my project,negative
Excellent quality for daily use,positive
The response time was moderate for students,neutral
Very poor quality recently,negative
The package contains all items in my opinion,neutral
Worst experience ever at home,negative
The experience was wonderful during the weekend,positive
The app crashes frequently for students,negative
I used the application recently,neutral
The experience was wonderful for work,positive
Very poor quality at home,negative
The app crashes frequently for long term use,negative
The product arrived today for daily use,neutral
Highly recommended at home,positive
I used the application recently,neutral
Best purchase ever during the weekend,positive
Terrible customer support for students,negative
I hate this product overall,negative
Highly recommended for long term use,positive
Worst experience ever for work,negative
Terrible customer support for my project,negative
Best purchase ever during the weekend,positive
The experience was wonderful for my project,positive
Bad packaging and late delivery at home,negative
The event starts tomorrow in my opinion,neutral
Bad packaging and late delivery overall,negative
The meeting was held online in my opinion,neutral
I am extremely happy during the weekend,positive
The food tasted great for students,positive
Very poor quality for long term use,negative
The food tasted awful overall,negative
The product arrived today for daily use,neutral
I hate this product for students,negative
Very poor quality for long term use,negative
Terrible customer support overall,negative
I love this product overall,positive
I regret buying this for work,negative
Very poor quality in my opinion,negative
Very satisfied with the results in my opinion,positive
I regret buying this in my opinion,negative
I love this product for work,positive
The service was okay for long term use,neutral
I regret buying this in my opinion,negative
The app crashes frequently for daily use,negative
Very satisfied with the results for daily use,positive
I love this product at home,positive
The event starts tomorrow overall,neutral
The product arrived today for daily use,neutral
Very poor quality during the weekend,negative
Terrible customer support for daily use,negative
This service is amazing for long term use,positive
Best purchase ever for students,positive
Fantastic support in my opinion,positive
Terrible customer support for daily use,negative
This service is terrible for my project,negative
The food tasted great for long term use,positive
The service was okay for work,neutral
The event starts tomorrow for long term use,neutral
I love this product for students,positive
The package contains all items for long term use,neutral
This service is terrible overall,negative
Terrible customer support for daily use,negative
Bad packaging and late delivery during the weekend,negative
Completely disappointed for students,negative
Very satisfied with the results at home,positive
Best purchase ever for work,positive
Very poor quality for work,negative
I am extremely happy overall,positive
The app crashes frequently for students,negative
Very satisfied with the results recently,positive
This service is amazing in my opinion,positive
I used the application at home,neutral
The food tasted great overall,positive
The app crashes frequently during the weekend,negative
Terrible customer support at home,negative
Terrible customer support in my opinion,negative
The package contains all items overall,neutral
The package contains all items in my opinion,neutral
Completely disappointed recently,negative
The event starts tomorrow during the weekend,neutral
I am extremely happy overall,positive
Worst experience ever for work,negative
It is an average experience for my project,neutral
The food tasted awful overall,negative
The product arrived today for long term use,neutral
The meeting was held online for students,neutral
The service was okay in my opinion,neutral
Best purchase ever overall,positive
The event starts tomorrow for my project,neutral
Excellent quality for students,positive
This service is terrible in my opinion,negative
The service was okay for work,neutral
Excellent quality during the weekend,positive
The food tasted great recently,positive
Fantastic support for long term use,positive
The event starts tomorrow for daily use,neutral
Best purchase ever during the weekend,positive
I regret buying this for students,negative
The app crashes frequently for work,negative
This service is terrible for daily use,negative
Completely disappointed for daily use,negative
It is an average experience overall,neutral
Highly recommended for students,positive
I regret buying this at home,negative
The package contains all items overall,neutral
This service is amazing for my project,positive
Highly recommended in my opinion,positive
Terrible customer support in my opinion,negative
It is an average experience in my opinion,neutral
It is an average experience for work,neutral
The phone has standard features at home,neutral
The response time was moderate recently,neutral
The food tasted awful for work,negative
Very satisfied with the results for my project,positive
I used the application for long term use,neutral
The package contains all items for my project,neutral
The service was okay for daily use,neutral
I used the application for long term use,neutral
Best purchase ever overall,positive
The package contains all items in my opinion,neutral
The service was okay in my opinion,neutral
The event starts tomorrow in my opinion,neutral
Worst experience ever for long term use,negative
The experience was wonderful overall,positive
It is an average experience for work,neutral
The product arrived today for students,neutral
The package contains all items during the weekend,neutral
Worst experience ever recently,negative
Highly recommended for daily use,positive
The food tasted great during the weekend,positive
The experience was wonderful during the weekend,positive
It is an average experience recently,neutral
The food tasted great overall,positive
The phone has standard features overall,neutral
This service is amazing for daily use,positive
The meeting was held online for students,neutral
This service is amazing recently,positive
The food tasted great during the weekend,positive
The event starts tomorrow at home,neutral
The package contains all items for daily use,neutral
The service was okay for my project,neutral
Terrible customer support during the weekend,negative
Fantastic support for work,positive
I hate this product overall,negative
The weather is normal today in my opinion,neutral
The app crashes frequently for long term use,negative
I regret buying this in my opinion,negative
Very poor quality in my opinion,negative
The food tasted awful for daily use,negative
Highly recommended during the weekend,positive
The response time was moderate for work,neutral
I am extremely happy recently,positive
The service was okay for work,neutral
I love this product for daily use,positive
Fantastic support recently,positive
Highly recommended recently,positive
Fantastic support during the weekend,positive
The phone has standard features for long term use,neutral
Fantastic support during the weekend,positive
Very satisfied with the results recently,positive
Best purchase ever during the weekend,positive
Excellent quality at home,positive
Excellent quality for long term use,positive
I love this product for students,positive
This service is amazing during the weekend,positive
Fantastic support for daily use,positive
Very satisfied with the results for my project,positive
Bad packaging and late delivery for work,negative
Very satisfied with the results for students,positive
Very satisfied with the results overall,positive
This service is amazing for students,positive
Very satisfied with the results overall,positive
Excellent quality for long term use,positive
The app crashes frequently at home,negative
Best purchase ever at home,positive
The product arrived today recently,neutral
Completely disappointed for daily use,negative
The food tasted awful for work,negative
It is an average experience for work,neutral
It is an average experience recently,neutral
The experience was wonderful for daily use,positive
The weather is normal today for my project,neutral
The food tasted great for long term use,positive
Very poor quality during the weekend,negative
Worst experience ever for students,negative
I used the application for daily use,neutral
Best purchase ever for students,positive
It is an average experience for long term use,neutral
I am extremely happy for my project,positive
The experience was wonderful in my opinion,positive
It is an average experience at home,neutral
I regret buying this during the weekend,negative
The product arrived today for work,neutral
I used the application for long term use,neutral
Fantastic support for my project,positive
The food tasted great for students,positive
I love this product at home,positive
Completely disappointed in my opinion,negative
The weather is normal today for daily use,neutral
I used the application overall,neutral
The experience was wonderful during the weekend,positive
This service is amazing overall,positive
The package contains all items for students,neutral
Excellent quality for work,positive
Completely disappointed for students,negative
I am extremely happy for work,positive
Very satisfied with the results for work,positive
The response time was moderate for long term use,neutral
This service is amazing for students,positive
The package contains all items for long term use,neutral
The response time was moderate in my opinion,neutral
Terrible customer support during the weekend,negative
I love this product at home,positive
The product arrived today overall,neutral
Completely disappointed for work,negative
I am extremely happy in my opinion,positive
The meeting was held online for daily use,neutral
I regret buying this for long term use,negative
This service is terrible for my project,negative
The package contains all items for long term use,neutral
I love this product for work,positive
Completely disappointed for long term use,negative
Very poor quality overall,negative
The food tasted great in my opinion,positive
Terrible customer support for my project,negative
This service is amazing at home,positive
I am extremely happy during the weekend,positive
The food tasted great for students,positive
The event starts tomorrow for long term use,neutral
It is an average experience during the weekend,neutral
The food tasted awful for long term use,negative
Very satisfied with the results at home,positive
Excellent quality at home,positive
Best purchase ever in my opinion,positive
The app crashes frequently for work,negative
Fantastic support for students,positive
The experience was wonderful recently,positive
Very satisfied with the results for long term use,positive
The experience was wonderful for students,positive
Very poor quality for students,negative
The app crashes frequently for students,negative
The food tasted awful recently,negative
It is an average experience during the weekend,neutral
The event starts tomorrow for my project,neutral
I hate this product in my opinion,negative
The response time was moderate for my project,neutral
I regret buying this overall,negative
I used the application recently,neutral
The food tasted great overall,positive
This service is amazing for long term use,positive
Completely disappointed recently,negative
The food tasted great for daily use,positive
I used the application for daily use,neutral
Highly recommended at home,positive
I regret buying this for my project,negative
The experience was wonderful for my project,positive
I hate this product at home,negative
The package contains all items during the weekend,neutral
I regret buying this recently,negative
I love this product recently,positive
Highly recommended for daily use,positive
I hate this product recently,negative
It is an average experience for work,neutral
Highly recommended for students,positive
Terrible customer support for long term use,negative
The product arrived today during the weekend,neutral
Excellent quality for students,positive
The weather is normal today for my project,neutral
Highly recommended for long term use,positive
I used the application for students,neutral
The food tasted awful for work,negative
The event starts tomorrow recently,neutral
I hate this product at home,negative
The product arrived today in my opinion,neutral
Fantastic support for daily use,positive
Bad packaging and late delivery in my opinion,negative
The event starts tomorrow for my project,neutral
The response time was moderate for long term use,neutral
I love this product for my project,positive
The event starts tomorrow for students,neutral
The phone has standard features for work,neutral
Very satisfied with the results in my opinion,positive
Very satisfied with the results during the weekend,positive
Very poor quality for work,negative
I used the application for daily use,neutral
The weather is normal today for long term use,neutral
The food tasted great for long term use,positive
This service is terrible overall,negative
Worst experience ever recently,negative
The experience was wonderful for my project,positive
I regret buying this for work,negative
Fantastic support for long term use,positive
Excellent quality for students,positive
Highly recommended for my project,positive
The product arrived today for long term use,neutral
Very poor quality for daily use,negative
Terrible customer support overall,negative
Best purchase ever for my project,positive
I am extremely happy during the weekend,positive
The food tasted great for daily use,positive
The package contains all items for daily use,neutral
The product arrived today at home,neutral
The app crashes frequently during the weekend,negative
I love this product at home,positive
It is an average experience at home,neutral
Bad packaging and late delivery for long term use,negative
Highly recommended for daily use,positive
The experience was wonderful for daily use,positive
The package contains all items recently,neutral
Highly recommended for work,positive
The service was okay recently,neutral
Best purchase ever for students,positive
This service is amazing for my project,positive
Highly recommended recently,positive
The package contains all items during the weekend,neutral
The phone has standard features for students,neutral
The experience was wonderful overall,positive
Excellent quality for students,positive
Bad packaging and late delivery overall,negative
The weather is normal today in my opinion,neutral
I used the application for my project,neutral
The response time was moderate for students,neutral
I am extremely happy recently,positive
I regret buying this for students,negative
Excellent quality for my project,positive
The food tasted awful during the weekend,negative
The phone has standard features for daily use,neutral
I hate this product for my project,negative
I hate this product for students,negative
Bad packaging and late delivery recently,negative
The response time was moderate overall,neutral
Very satisfied with the results recently,positive
I used the application for work,neutral
Very poor quality for my project,negative
The food tasted great during the weekend,positive
The service was okay for long term use,neutral
The meeting was held online for daily use,neutral
I used the application recently,neutral
The product arrived today for long term use,neutral
Terrible customer support for work,negative
The phone has standard features during the weekend,neutral
Fantastic support for daily use,positive
Terrible customer support for students,negative
Very satisfied with the results for students,positive
Terrible customer support during the weekend,negative
The event starts tomorrow overall,neutral
The package contains all items for work,neutral
This service is terrible for work,negative
The product arrived today overall,neutral
The product arrived today during the weekend,neutral
Very poor quality at home,negative
The response time was moderate for work,neutral
The product arrived today for daily use,neutral
Fantastic support recently,positive
Completely disappointed for work,negative
Very poor quality for daily use,negative
Fantastic support recently,positive
The weather is normal today overall,neutral
This service is terrible for daily use,negative
I used the application for my project,neutral
Worst experience ever at home,negative
The food tasted great for students,positive
This service is amazing at home,positive
I love this product for work,positive
Highly recommended for long term use,positive
Excellent quality at home,positive
The phone has standard features for long term use,neutral
This service is terrible at home,negative
The package contains all items for work,neutral
Very poor quality for students,negative
The meeting was held online for my project,neutral
I love this product at home,positive
Worst experience ever for my project,negative
The experience was wonderful for daily use,positive
I love this product for work,positive
The response time was moderate for students,neutral
Very satisfied with the results in my opinion,positive
The experience was wonderful for long term use,positive
The meeting was held online at home,neutral
The food tasted great for work,positive
The response time was moderate recently,neutral
The response time was moderate for work,neutral
Very satisfied with the results for work,positive
Fantastic support for my project,positive
The app crashes frequently for students,negative
Very satisfied with the results for students,positive
The food tasted awful overall,negative
Fantastic support for work,positive
Completely disappointed at home,negative
Best purchase ever for long term use,positive
I am extremely happy for students,positive
Highly recommended for long term use,positive
I hate this product for my project,negative
I love this product for students,positive
The service was okay during the weekend,neutral
Worst experience ever for daily use,negative
Terrible customer support for daily use,negative
The experience was wonderful for students,positive
It is an average experience for my project,neutral
The product arrived today for long term use,neutral
This service is terrible for work,negative
The service was okay for students,neutral
The food tasted great for long term use,positive
Very satisfied with the results in my opinion,positive
The weather is normal today in my opinion,neutral
Fantastic support recently,positive
Completely disappointed for work,negative
The meeting was held online at home,neutral
Very satisfied with the results overall,positive
The response time was moderate for students,neutral
Bad packaging and late delivery for daily use,negative
Highly recommended for long term use,positive
Best purchase ever for long term use,positive
Terrible customer support overall,negative
Fantastic support for my project,positive
I used the application in my opinion,neutral
Terrible customer support at home,negative
The phone has standard features for work,neutral
Fantastic support in my opinion,positive
The app crashes frequently at home,negative
Completely disappointed for work,negative
The experience was wonderful at home,positive
The food tasted awful at home,negative
Highly recommended recently,positive
Very poor quality for work,negative
Completely disappointed for work,negative
Worst experience ever overall,negative
The product arrived today for students,neutral
I hate this product overall,negative
I used the application for my project,neutral
Bad packaging and late delivery during the weekend,negative
Bad packaging and late delivery for my project,negative
Highly recommended recently,positive
The food tasted great during the weekend,positive
The food tasted great recently,positive
The experience was wonderful overall,positive
Bad packaging and late delivery for my project,negative
I am extremely happy for daily use,positive
The service was okay for my project,neutral
I hate this product for students,negative
I hate this product at home,negative
Very poor quality during the weekend,negative
The event starts tomorrow during the weekend,neutral
The package contains all items for daily use,neutral
The service was okay recently,neutral
I hate this product for daily use,negative
Worst experience ever overall,negative
This service is terrible for work,negative
The service was okay for daily use,neutral
Worst experience ever for students,negative
This service is amazing for work,positive
I hate this product for work,negative
The product arrived today for students,neutral
It is an average experience for my project,neutral
The app crashes frequently for daily use,negative
The product arrived today recently,neutral
Worst experience ever at home,negative
It is an average experience for long term use,neutral
This service is amazing during the weekend,positive
I used the application for students,neutral
Terrible customer support at home,negative
Excellent quality for work,positive
The package contains all items for daily use,neutral
The food tasted great during the weekend,positive
Very satisfied with the results for work,positive
Fantastic support during the weekend,positive
I used the application for work,neutral
I am extremely happy during the weekend,positive
The weather is normal today for students,neutral
The package contains all items recently,neutral
I love this product overall,positive
It is an average experience during the weekend,neutral
Highly recommended at home,positive
I love this product during the weekend,positive
I love this product at home,positive
This service is amazing during the weekend,positive
This service is amazing during the weekend,positive
Very satisfied with the results for students,positive
It is an average experience for students,neutral
The response time was moderate overall,neutral
I hate this product recently,negative
The product arrived today for my project,neutral
Terrible customer support for students,negative
I used the application for daily use,neutral
Excellent quality for students,positive
Excellent quality for my project,positive
The event starts tomorrow for daily use,neutral
Best purchase ever at home,positive
Very poor quality for students,negative
The weather is normal today for daily use,neutral
I regret buying this overall,negative
I am extremely happy at home,positive
This service is terrible in my opinion,negative
Very poor quality for long term use,negative
The package contains all items overall,neutral
This service is terrible recently,negative
The food tasted awful recently,negative
I love this product for long term use,positive
The meeting was held online for long term use,neutral
The food tasted great for my project,positive
The weather is normal today for students,neutral
This service is amazing for work,positive
I used the application recently,neutral
I love this product for students,positive
This service is amazing recently,positive
I used the application recently,neutral
Completely disappointed at home,negative
The phone has standard features recently,neutral
The response time was moderate for daily use,neutral
The weather is normal today for long term use,neutral
Very poor quality for daily use,negative
The meeting was held online for daily use,neutral
Very poor quality for my project,negative
I hate this product for students,negative
This service is amazing recently,positive
Fantastic support in my opinion,positive
The food tasted awful at home,negative
It is an average experience in my opinion,neutral
The meeting was held online for students,neutral
The app crashes frequently for students,negative
The package contains all items in my opinion,neutral
I am extremely happy recently,positive
Completely disappointed recently,negative
Very satisfied with the results for students,positive
Fantastic support at home,positive
The weather is normal today recently,neutral
The product arrived today recently,neutral
Completely disappointed at home,negative
Best purchase ever for students,positive
The event starts tomorrow in my opinion,neutral
The service was okay overall,neutral
Highly recommended recently,positive
This service is amazing recently,positive
I love this product for my project,positive
The meeting was held online for students,neutral
The package contains all items during the weekend,neutral
Fantastic support recently,positive
Fantastic support in my opinion,positive
The meeting was held online for long term use,neutral
Terrible customer support overall,negative
Completely disappointed for daily use,negative
The weather is normal today for my project,neutral
The response time was moderate at home,neutral
I regret buying this for students,negative
I am extremely happy for work,positive
Best purchase ever at home,positive
The weather is normal today for students,neutral
Fantastic support for daily use,positive
Highly recommended at home,positive
The package contains all items for my project,neutral
Very poor quality for daily use,negative
Very satisfied with the results at home,positive
The product arrived today at home,neutral
Highly recommended for work,positive
The experience was wonderful during the weekend,positive
Worst experience ever for my project,negative
The package contains all items for my project,neutral
I regret buying this for daily use,negative
The product arrived today at home,neutral
I am extremely happy for daily use,positive
The package contains all items at home,neutral
Bad packaging and late delivery for students,negative
Completely disappointed for students,negative
I used the application recently,neutral
The food tasted awful during the weekend,negative
Very poor quality during the weekend,negative
The app crashes frequently for work,negative
The food tasted awful in my opinion,negative
The food tasted great for my project,positive
Fantastic support for daily use,positive
I regret buying this at home,negative
The service was okay recently,neutral
The food tasted awful overall,negative
This service is terrible for daily use,negative
The app crashes frequently for work,negative
Fantastic support for work,positive
I used the application for long term use,neutral
The package contains all items for daily use,neutral
Very satisfied with the results overall,positive
Completely disappointed for work,negative
The phone has standard features overall,neutral
The meeting was held online in my opinion,neutral
The meeting was held online for daily use,neutral
Fantastic support for long term use,positive
The food tasted awful for students,negative
Very poor quality overall,negative
Bad packaging and late delivery for long term use,negative
The meeting was held online in my opinion,neutral
Worst experience ever at home,negative
The app crashes frequently in my opinion,negative
The product arrived today for daily use,neutral
The food tasted great for my project,positive
The app crashes frequently for students,negative
The app crashes frequently recently,negative
This service is terrible at home,negative
The experience was wonderful for students,positive
Excellent quality for work,positive
The phone has standard features at home,neutral
Very satisfied with the results for daily use,positive
This service is terrible for long term use,negative
The package contains all items recently,neutral
Very poor quality recently,negative
The meeting was held online for long term use,neutral
Excellent quality in my opinion,positive
I used the application overall,neutral
The food tasted awful for daily use,negative
I hate this product at home,negative
The phone has standard features for long term use,neutral
I hate this product for long term use,negative
The app crashes frequently for my project,negative
The phone has standard features for work,neutral
Excellent quality for work,positive
Very poor quality recently,negative
The phone has standard features overall,neutral
I am extremely happy at home,positive
Completely disappointed for daily use,negative
This service is amazing for daily use,positive
The response time was moderate recently,neutral
Worst experience ever for students,negative
The product arrived today for long term use,neutral
Fantastic support overall,positive
Very satisfied with the results for work,positive
The app crashes frequently recently,negative
Excellent quality for long term use,positive
Worst experience ever for my project,negative
The weather is normal today overall,neutral
Bad packaging and late delivery for long term use,negative
The product arrived today during the weekend,neutral
The weather is normal today for my project,neutral
The meeting was held online for work,neutral
The product arrived today during the weekend,neutral
Highly recommended at home,positive
The food tasted awful for students,negative
Completely disappointed recently,negative
It is an average experience for my project,neutral
The food tasted great in my opinion,positive
Bad packaging and late delivery for students,negative
Bad packaging and late delivery for long term use,negative
I hate this product in my opinion,negative
It is an average experience for my project,neutral
Highly recommended recently,positive
The response time was moderate in my opinion,neutral
Very satisfied with the results at home,positive
It is an average experience recently,neutral
The event starts tomorrow during the weekend,neutral
Worst experience ever during the weekend,negative
I regret buying this during the weekend,negative
The package contains all items for my project,neutral
Completely disappointed for students,negative
This service is amazing for daily use,positive
I love this product for daily use,positive
Excellent quality at home,positive
It is an average experience for my project,neutral
The service was okay in my opinion,neutral
This service is amazing for my project,positive
Very poor quality at home,negative
Completely disappointed for work,negative
Bad packaging and late delivery in my opinion,negative
Terrible customer support in my opinion,negative
The service was okay overall,neutral
Best purchase ever for long term use,positive
Very poor quality overall,negative
The app crashes frequently for daily use,negative
Worst experience ever overall,negative
I love this product during the weekend,positive
Highly recommended for work,positive
Bad packaging and late delivery overall,negative
I used the application during the weekend,neutral
Highly recommended for work,positive
This service is amazing for students,positive
Worst experience ever in my opinion,negative
The meeting was held online for my project,neutral
The meeting was held online for students,neutral
Fantastic support in my opinion,positive
Very satisfied with the results for work,positive
It is an average experience for students,neutral
I used the application during the weekend,neutral
I hate this product at home,negative
Highly recommended for daily use,positive
The food tasted awful at home,negative
The response time was moderate for work,neutral
The experience was wonderful for work,positive
The weather is normal today for daily use,neutral
The food tasted awful during the weekend,negative
The weather is normal today in my opinion,neutral
I love this product for daily use,positive
I hate this product for daily use,negative
I used the application for students,neutral
The food tasted awful for my project,negative
I regret buying this for long term use,negative
Bad packaging and late delivery for work,negative
Fantastic support during the weekend,positive
I regret buying this during the weekend,negative
I love this product for my project,positive
The app crashes frequently recently,negative
The service was okay for students,neutral
Terrible customer support recently,negative
The weather is normal today recently,neutral
The product arrived today for students,neutral
This service is amazing during the weekend,positive
The meeting was held online for students,neutral
The package contains all items in my opinion,neutral
The weather is normal today recently,neutral
Completely disappointed for students,negative
The food tasted great in my opinion,positive
Highly recommended for work,positive
Fantastic support in my opinion,positive
I used the application recently,neutral
The phone has standard features for work,neutral
The weather is normal today for work,neutral
Very satisfied with the results in my opinion,positive
It is an average experience overall,neutral
It is an average experience for my project,neutral
Highly recommended for daily use,positive
I am extremely happy for students,positive
This service is terrible for my project,negative
The experience was wonderful for work,positive
The package contains all items for students,neutral
I am extremely happy recently,positive
The product arrived today during the weekend,neutral
This service is terrible recently,negative
I am extremely happy for work,positive
The weather is normal today recently,neutral
The phone has standard features for long term use,neutral
Best purchase ever overall,positive
Completely disappointed for daily use,negative
The phone has standard features overall,neutral
The response time was moderate recently,neutral
Very satisfied with the results at home,positive
The meeting was held online overall,neutral
The product arrived today for long term use,neutral
Very satisfied with the results for my project,positive
The meeting was held online for daily use,neutral
The experience was wonderful for my project,positive
The app crashes frequently for my project,negative
The weather is normal today for my project,neutral
The event starts tomorrow during the weekend,neutral
The product arrived today for daily use,neutral
The food tasted awful for long term use,negative
The phone has standard features for work,neutral
The service was okay for students,neutral
Very poor quality for long term use,negative
I love this product in my opinion,positive
Worst experience ever for students,negative
The food tasted awful for my project,negative
The weather is normal today in my opinion,neutral
