text,sentiment
I loved the performance #496,Positive
This product is terrible #20,Negative
Customer support was helpful #898,Positive
The movie was fantastic #547,Positive
The experience was wonderful #482,Positive
Delivery was fast and smooth #423,Positive
I would never recommend this #692,Negative
The app crashes often #458,Negative
The app crashes often #688,Negative
I hated the service #322,Negative
The experience was wonderful #478,Positive
The food tasted delicious #967,Positive
I hated the service #100,Negative
Customer support was helpful #150,Positive
Everything failed my expectations #795,Negative
Delivery was delayed badly #521,Negative
I would highly recommend this #985,Positive
The product arrived yesterday #980,Neutral
The food tasted awful #262,Negative
The class begins at nine #724,Neutral
The design looks outdated #360,Negative
I loved the performance #77,Positive
Everything failed my expectations #633,Negative
I would never recommend this #35,Negative
The class begins at nine #636,Neutral
The experience was disappointing #98,Negative
I am very happy with the purchase #897,Positive
The product arrived yesterday #173,Neutral
The item is available online #905,Neutral
Delivery was delayed badly #806,Negative
The message was delivered #565,Neutral
The message was delivered #929,Neutral
The item is available online #334,Neutral
I would never recommend this #866,Negative
The message was delivered #25,Neutral
The quality is very poor #719,Negative
The movie was fantastic #634,Positive
The design looks outdated #960,Negative
The movie was boring #746,Negative
The account was created #693,Neutral
The app crashes often #80,Negative
The class begins at nine #158,Neutral
The quality is excellent #366,Positive
The movie was fantastic #151,Positive
Delivery was fast and smooth #9,Positive
I would never recommend this #764,Negative
Delivery was delayed badly #993,Negative
The event starts tomorrow #757,Neutral
The experience was wonderful #553,Positive
The app crashes often #982,Negative
The food tasted awful #276,Negative
The experience was wonderful #807,Positive
The account was created #339,Neutral
I really enjoyed the service #633,Positive
The product arrived yesterday #681,Neutral
The experience was disappointing #945,Negative
The quality is excellent #528,Positive
This product is terrible #736,Negative
I disliked the performance #354,Negative
I am unhappy with the purchase #843,Negative
The experience was wonderful #893,Positive
The meeting was scheduled #598,Neutral
I used the app today #678,Neutral
The movie was boring #453,Negative
The payment was processed #617,Neutral
The train arrived on time #966,Neutral
The message was delivered #685,Neutral
The meeting was scheduled #235,Neutral
The meeting was scheduled #871,Neutral
The movie was boring #442,Negative
This product is amazing #383,Positive
The food tasted awful #42,Negative
The train arrived on time #358,Neutral
I loved the performance #212,Positive
Everything exceeded my expectations #472,Positive
The movie was fantastic #433,Positive
This product is amazing #43,Positive
Customer support was helpful #252,Positive
The experience was wonderful #693,Positive
I would highly recommend this #408,Positive
The account was created #887,Neutral
The design looks outdated #728,Negative
Delivery was fast and smooth #369,Positive
Customer support was helpful #532,Positive
The event starts tomorrow #913,Neutral
I disliked the performance #82,Negative
The class begins at nine #400,Neutral
The food tasted delicious #515,Positive
The system is running normally #713,Neutral
The event starts tomorrow #119,Neutral
The train arrived on time #839,Neutral
I am unhappy with the purchase #542,Negative
The file was uploaded successfully #303,Neutral
The movie was fantastic #968,Positive
The movie was fantastic #103,Positive
The event starts tomorrow #250,Neutral
Everything failed my expectations #931,Negative
I would highly recommend this #653,Positive
Customer support was helpful #275,Positive
Delivery was fast and smooth #272,Positive
The train arrived on time #150,Neutral
The movie was boring #334,Negative
The movie was boring #829,Negative
The train arrived on time #469,Neutral
The file was uploaded successfully #544,Neutral
The food tasted awful #798,Negative
The event starts tomorrow #661,Neutral
The class begins at nine #437,Neutral
I am unhappy with the purchase #3,Negative
The order number was updated #325,Neutral
I am unhappy with the purchase #511,Negative
The meeting was scheduled #667,Neutral
The app works perfectly #492,Positive
I would highly recommend this #224,Positive
The experience was wonderful #755,Positive
The design looks outdated #59,Negative
I really enjoyed the service #260,Positive
The quality is excellent #170,Positive
The order number was updated #425,Neutral
The account was created #743,Neutral
The account was created #606,Neutral
The train arrived on time #441,Neutral
This is the worst purchase ever #943,Negative
The message was delivered #946,Neutral
The product arrived yesterday #48,Neutral
The system is running normally #662,Neutral
The app crashes often #822,Negative
The food tasted awful #260,Negative
The account was created #748,Neutral
The food tasted awful #532,Negative
I disliked the performance #92,Negative
The report was submitted #88,Neutral
Everything failed my expectations #129,Negative
This product is amazing #940,Positive
Delivery was fast and smooth #959,Positive
Everything failed my expectations #861,Negative
The food tasted awful #396,Negative
The item is available online #3,Neutral
This is the worst purchase ever #71,Negative
This is the worst purchase ever #154,Negative
The file was uploaded successfully #192,Neutral
The quality is excellent #584,Positive
I would never recommend this #582,Negative
The design looks outdated #790,Negative
The account was created #997,Neutral
I disliked the performance #151,Negative
The food tasted awful #321,Negative
The experience was wonderful #282,Positive
The app crashes often #73,Negative
This is the best purchase ever #269,Positive
I used the app today #117,Neutral
The item is available online #658,Neutral
Delivery was delayed badly #6,Negative
The product arrived yesterday #338,Neutral
I would highly recommend this #750,Positive
I loved the performance #683,Positive
Delivery was fast and smooth #621,Positive
The design looks outdated #892,Negative
Customer support was rude #261,Negative
The event starts tomorrow #988,Neutral
The experience was disappointing #504,Negative
The report was submitted #894,Neutral
The report was submitted #440,Neutral
Delivery was delayed badly #786,Negative
The app crashes often #474,Negative
Delivery was delayed badly #684,Negative
The product arrived yesterday #714,Neutral
I would never recommend this #908,Negative
The design looks outdated #774,Negative
The design looks beautiful #368,Positive
This product is amazing #991,Positive
The movie was fantastic #381,Positive
The app crashes often #63,Negative
The class begins at nine #314,Neutral
The design looks beautiful #724,Positive
The system is running normally #820,Neutral
The meeting was scheduled #328,Neutral
The product arrived yesterday #936,Neutral
I would never recommend this #783,Negative
The movie was fantastic #602,Positive
The event starts tomorrow #215,Neutral
I disliked the performance #182,Negative
This product is terrible #546,Negative
I really enjoyed the service #733,Positive
The design looks outdated #116,Negative
The design looks outdated #515,Negative
This is the worst purchase ever #695,Negative
The app works perfectly #808,Positive
I loved the performance #314,Positive
I really enjoyed the service #140,Positive
The experience was wonderful #977,Positive
I would never recommend this #58,Negative
The experience was wonderful #221,Positive
The quality is excellent #152,Positive
I loved the performance #254,Positive
Customer support was helpful #860,Positive
The class begins at nine #829,Neutral
The product arrived yesterday #429,Neutral
I hated the service #828,Negative
The event starts tomorrow #422,Neutral
The payment was processed #710,Neutral
The movie was fantastic #447,Positive
The payment was processed #273,Neutral
The quality is very poor #392,Negative
The package contains accessories #246,Neutral
The movie was fantastic #784,Positive
The movie was boring #869,Negative
The product arrived yesterday #1000,Neutral
The file was uploaded successfully #369,Neutral
Customer support was rude #548,Negative
Delivery was fast and smooth #267,Positive
I am very happy with the purchase #741,Positive
I disliked the performance #305,Negative
The design looks beautiful #405,Positive
Everything failed my expectations #333,Negative
I really enjoyed the service #225,Positive
Everything exceeded my expectations #57,Positive
The experience was disappointing #568,Negative
This product is terrible #768,Negative
I hated the service #610,Negative
I would never recommend this #805,Negative
The file was uploaded successfully #72,Neutral
Delivery was fast and smooth #607,Positive
This is the worst purchase ever #986,Negative
The quality is very poor #902,Negative
The movie was boring #844,Negative
The experience was wonderful #993,Positive
The movie was boring #175,Negative
I really enjoyed the service #768,Positive
The message was delivered #2,Neutral
Customer support was rude #883,Negative
I hated the service #115,Negative
I disliked the performance #578,Negative
This product is amazing #306,Positive
This product is amazing #625,Positive
The system is running normally #584,Neutral
Delivery was delayed badly #138,Negative
The experience was disappointing #266,Negative
I would highly recommend this #965,Positive
The meeting was scheduled #650,Neutral
Delivery was fast and smooth #355,Positive
I would highly recommend this #198,Positive
The experience was wonderful #288,Positive
Delivery was fast and smooth #25,Positive
The meeting was scheduled #82,Neutral
I hated the service #769,Negative
I would never recommend this #339,Negative
The train arrived on time #248,Neutral
The train arrived on time #239,Neutral
The design looks beautiful #980,Positive
This product is amazing #513,Positive
The design looks outdated #206,Negative
I disliked the performance #371,Negative
The app works perfectly #754,Positive
The message was delivered #456,Neutral
The report was submitted #924,Neutral
I really enjoyed the service #413,Positive
I am very happy with the purchase #11,Positive
Customer support was helpful #840,Positive
The movie was fantastic #466,Positive
The account was created #752,Neutral
I used the app today #443,Neutral
This product is amazing #200,Positive
The design looks beautiful #278,Positive
The payment was processed #892,Neutral
I hated the service #178,Negative
The report was submitted #137,Neutral
Customer support was helpful #571,Positive
I really enjoyed the service #502,Positive
The order number was updated #563,Neutral
Delivery was fast and smooth #994,Positive
The food tasted delicious #308,Positive
The message was delivered #920,Neutral
The order number was updated #645,Neutral
Everything exceeded my expectations #708,Positive
The experience was disappointing #587,Negative
The event starts tomorrow #453,Neutral
I disliked the performance #585,Negative
The design looks outdated #634,Negative
I used the app today #968,Neutral
The train arrived on time #832,Neutral
I would highly recommend this #213,Positive
Everything failed my expectations #408,Negative
The item is available online #561,Neutral
Customer support was helpful #297,Positive
The message was delivered #484,Neutral
I would highly recommend this #949,Positive
I am unhappy with the purchase #463,Negative
The message was delivered #221,Neutral
The account was created #998,Neutral
The account was created #659,Neutral
The package contains accessories #539,Neutral
Delivery was fast and smooth #756,Positive
The account was created #576,Neutral
I would highly recommend this #793,Positive
The payment was processed #703,Neutral
I disliked the performance #856,Negative
Delivery was delayed badly #687,Negative
This is the worst purchase ever #359,Negative
I used the app today #232,Neutral
The payment was processed #830,Neutral
I hated the service #669,Negative
I am very happy with the purchase #889,Positive
I really enjoyed the service #436,Positive
This is the worst purchase ever #125,Negative
I am unhappy with the purchase #752,Negative
The system is running normally #583,Neutral
This is the worst purchase ever #199,Negative
Delivery was delayed badly #492,Negative
The movie was boring #975,Negative
I would never recommend this #143,Negative
The food tasted delicious #775,Positive
I am very happy with the purchase #422,Positive
Customer support was rude #79,Negative
The design looks outdated #230,Negative
The food tasted delicious #414,Positive
The design looks outdated #782,Negative
The product arrived yesterday #307,Neutral
The experience was wonderful #792,Positive
The package contains accessories #730,Neutral
I would never recommend this #619,Negative
This is the best purchase ever #637,Positive
This product is terrible #369,Negative
I am very happy with the purchase #299,Positive
The train arrived on time #318,Neutral
The meeting was scheduled #78,Neutral
The event starts tomorrow #468,Neutral
The report was submitted #272,Neutral
The system is running normally #784,Neutral
The quality is very poor #110,Negative
This product is amazing #950,Positive
The product arrived yesterday #133,Neutral
The meeting was scheduled #194,Neutral
Customer support was helpful #351,Positive
The experience was disappointing #527,Negative
The meeting was scheduled #948,Neutral
The product arrived yesterday #67,Neutral
This product is terrible #901,Negative
This product is amazing #131,Positive
Everything failed my expectations #69,Negative
The report was submitted #581,Neutral
The message was delivered #200,Neutral
Delivery was fast and smooth #849,Positive
I really enjoyed the service #312,Positive
This product is terrible #491,Negative
Everything exceeded my expectations #232,Positive
Everything failed my expectations #554,Negative
This is the best purchase ever #483,Positive
The event starts tomorrow #310,Neutral
The product arrived yesterday #170,Neutral
The event starts tomorrow #462,Neutral
This is the best purchase ever #493,Positive
I really enjoyed the service #126,Positive
The system is running normally #24,Neutral
Customer support was helpful #961,Positive
The order number was updated #553,Neutral
I hated the service #753,Negative
Customer support was helpful #659,Positive
The movie was boring #225,Negative
The system is running normally #788,Neutral
This product is terrible #270,Negative
The experience was wonderful #561,Positive
The package contains accessories #227,Neutral
The payment was processed #912,Neutral
I disliked the performance #407,Negative
Customer support was rude #929,Negative
The class begins at nine #758,Neutral
The app works perfectly #925,Positive
The report was submitted #615,Neutral
The app crashes often #920,Negative
I am unhappy with the purchase #690,Negative
The class begins at nine #370,Neutral
The experience was wonderful #732,Positive
The file was uploaded successfully #663,Neutral
This product is amazing #444,Positive
The system is running normally #706,Neutral
The app works perfectly #656,Positive
I would highly recommend this #307,Positive
The quality is very poor #551,Negative
I would highly recommend this #836,Positive
The quality is very poor #518,Negative
This product is terrible #328,Negative
I used the app today #451,Neutral
The item is available online #532,Neutral
The message was delivered #886,Neutral
The message was delivered #29,Neutral
The system is running normally #148,Neutral
Everything exceeded my expectations #61,Positive
The message was delivered #445,Neutral
The class begins at nine #347,Neutral
The design looks outdated #702,Negative
The class begins at nine #763,Neutral
The package contains accessories #834,Neutral
The design looks outdated #7,Negative
The package contains accessories #935,Neutral
I loved the performance #329,Positive
The report was submitted #21,Neutral
I loved the performance #270,Positive
The design looks beautiful #58,Positive
The quality is very poor #136,Negative
The item is available online #143,Neutral
This is the best purchase ever #388,Positive
The message was delivered #751,Neutral
This product is terrible #922,Negative
This product is terrible #903,Negative
I am unhappy with the purchase #493,Negative
The event starts tomorrow #438,Neutral
Delivery was fast and smooth #401,Positive
The order number was updated #471,Neutral
This is the worst purchase ever #584,Negative
The app works perfectly #26,Positive
The food tasted delicious #590,Positive
The train arrived on time #81,Neutral
Customer support was rude #825,Negative
I would highly recommend this #162,Positive
The payment was processed #76,Neutral
The movie was fantastic #425,Positive
The design looks outdated #386,Negative
Customer support was helpful #682,Positive
This is the worst purchase ever #858,Negative
The food tasted delicious #636,Positive
I would never recommend this #900,Negative
The account was created #858,Neutral
Delivery was fast and smooth #504,Positive
Customer support was helpful #685,Positive
Delivery was delayed badly #370,Negative
The experience was disappointing #329,Negative
I am very happy with the purchase #587,Positive
The payment was processed #949,Neutral
The food tasted delicious #398,Positive
The package contains accessories #69,Neutral
The product arrived yesterday #286,Neutral
The meeting was scheduled #213,Neutral
The food tasted awful #772,Negative
I loved the performance #624,Positive
Delivery was delayed badly #942,Negative
The app crashes often #512,Negative
Delivery was delayed badly #163,Negative
The report was submitted #699,Neutral
The meeting was scheduled #741,Neutral
This product is amazing #843,Positive
I loved the performance #603,Positive
The file was uploaded successfully #600,Neutral
The file was uploaded successfully #801,Neutral
The movie was boring #177,Negative
The movie was boring #379,Negative
The payment was processed #390,Neutral
I really enjoyed the service #844,Positive
The food tasted delicious #539,Positive
The app crashes often #348,Negative
I hated the service #341,Negative
I would highly recommend this #353,Positive
The quality is excellent #250,Positive
The report was submitted #108,Neutral
The event starts tomorrow #552,Neutral
This is the worst purchase ever #679,Negative
The meeting was scheduled #35,Neutral
The experience was wonderful #330,Positive
The account was created #191,Neutral
The message was delivered #454,Neutral
I would highly recommend this #239,Positive
Customer support was rude #456,Negative
I hated the service #72,Negative
The product arrived yesterday #154,Neutral
I would never recommend this #87,Negative
The class begins at nine #102,Neutral
I would highly recommend this #933,Positive
The experience was disappointing #432,Negative
I hated the service #725,Negative
I hated the service #561,Negative
This is the best purchase ever #713,Positive
The package contains accessories #857,Neutral
The design looks outdated #88,Negative
The food tasted awful #992,Negative
The design looks beautiful #857,Positive
I would highly recommend this #205,Positive
This is the worst purchase ever #30,Negative
The quality is very poor #287,Negative
The product arrived yesterday #725,Neutral
The system is running normally #631,Neutral
The design looks outdated #860,Negative
The message was delivered #118,Neutral
The meeting was scheduled #579,Neutral
The payment was processed #151,Neutral
The message was delivered #602,Neutral
The order number was updated #737,Neutral
The design looks outdated #327,Negative
The quality is very poor #167,Negative
This is the best purchase ever #952,Positive
This is the worst purchase ever #22,Negative
This is the worst purchase ever #284,Negative
The app works perfectly #499,Positive
I loved the performance #635,Positive
The app works perfectly #2,Positive
Delivery was fast and smooth #506,Positive
The class begins at nine #952,Neutral
The food tasted awful #911,Negative
I am very happy with the purchase #763,Positive
The food tasted awful #543,Negative
Everything exceeded my expectations #535,Positive
The experience was wonderful #109,Positive
Delivery was delayed badly #67,Negative
The train arrived on time #300,Neutral
I loved the performance #517,Positive
The account was created #728,Neutral
I loved the performance #296,Positive
Customer support was rude #731,Negative
Customer support was rude #231,Negative
This product is amazing #858,Positive
The meeting was scheduled #883,Neutral
The design looks beautiful #305,Positive
The message was delivered #74,Neutral
The item is available online #204,Neutral
The design looks outdated #602,Negative
The event starts tomorrow #589,Neutral
The design looks beautiful #327,Positive
The experience was disappointing #208,Negative
Everything failed my expectations #717,Negative
The quality is excellent #415,Positive
Everything exceeded my expectations #385,Positive
The meeting was scheduled #479,Neutral
The meeting was scheduled #172,Neutral
The order number was updated #444,Neutral
Customer support was rude #303,Negative
Customer support was helpful #979,Positive
The design looks beautiful #595,Positive
The design looks beautiful #649,Positive
The report was submitted #319,Neutral
The payment was processed #605,Neutral
The class begins at nine #619,Neutral
This is the best purchase ever #575,Positive
I am very happy with the purchase #118,Positive
I am very happy with the purchase #146,Positive
This product is amazing #445,Positive
The class begins at nine #176,Neutral
The quality is very poor #352,Negative
I am unhappy with the purchase #9,Negative
Everything failed my expectations #57,Negative
The movie was fantastic #987,Positive
The experience was disappointing #671,Negative
This is the worst purchase ever #804,Negative
This product is amazing #551,Positive
The movie was fantastic #220,Positive
The package contains accessories #305,Neutral
The package contains accessories #47,Neutral
The quality is very poor #882,Negative
Delivery was fast and smooth #280,Positive
The movie was fantastic #292,Positive
The account was created #865,Neutral
I hated the service #332,Negative
Everything failed my expectations #188,Negative
This is the worst purchase ever #25,Negative
Delivery was delayed badly #586,Negative
The report was submitted #909,Neutral
The experience was disappointing #191,Negative
This product is amazing #654,Positive
This product is terrible #51,Negative
This is the best purchase ever #32,Positive
I loved the performance #187,Positive
I would highly recommend this #929,Positive
I would highly recommend this #70,Positive
Delivery was fast and smooth #848,Positive
The event starts tomorrow #481,Neutral
I would never recommend this #112,Negative
I am unhappy with the purchase #508,Negative
The train arrived on time #472,Neutral
The system is running normally #628,Neutral
Everything exceeded my expectations #175,Positive
I hated the service #320,Negative
Everything exceeded my expectations #361,Positive
The food tasted awful #482,Negative
The report was submitted #301,Neutral
The message was delivered #135,Neutral
The product arrived yesterday #362,Neutral
The class begins at nine #542,Neutral
I am unhappy with the purchase #935,Negative
The food tasted awful #559,Negative
The movie was boring #441,Negative
The experience was wonderful #945,Positive
Everything exceeded my expectations #357,Positive
The food tasted delicious #728,Positive
Delivery was fast and smooth #246,Positive
The design looks beautiful #201,Positive
I would never recommend this #263,Negative
The food tasted awful #142,Negative
Customer support was helpful #569,Positive
The experience was disappointing #435,Negative
Customer support was helpful #891,Positive
This product is terrible #235,Negative
The meeting was scheduled #12,Neutral
The experience was disappointing #886,Negative
I really enjoyed the service #437,Positive
Delivery was fast and smooth #420,Positive
Everything failed my expectations #541,Negative
I would never recommend this #780,Negative
The food tasted awful #438,Negative
The app works perfectly #349,Positive
The food tasted delicious #833,Positive
The experience was disappointing #837,Negative
I disliked the performance #991,Negative
The class begins at nine #280,Neutral
The app crashes often #629,Negative
The file was uploaded successfully #455,Neutral
The message was delivered #202,Neutral
The design looks outdated #995,Negative
The meeting was scheduled #446,Neutral
This is the worst purchase ever #12,Negative
Delivery was delayed badly #708,Negative
The quality is very poor #572,Negative
This is the best purchase ever #828,Positive
The food tasted delicious #92,Positive
This is the best purchase ever #460,Positive
The message was delivered #466,Neutral
The item is available online #963,Neutral
The design looks outdated #807,Negative
The system is running normally #720,Neutral
The item is available online #794,Neutral
The product arrived yesterday #755,Neutral
The item is available online #375,Neutral
The order number was updated #410,Neutral
The message was delivered #582,Neutral
The movie was fantastic #758,Positive
Customer support was helpful #912,Positive
The app crashes often #240,Negative
I hated the service #720,Negative
The movie was boring #271,Negative
Customer support was rude #640,Negative
I loved the performance #396,Positive
This is the best purchase ever #142,Positive
I hated the service #335,Negative
I loved the performance #650,Positive
The app works perfectly #944,Positive
This is the worst purchase ever #108,Negative
The payment was processed #627,Neutral
I am very happy with the purchase #616,Positive
I hated the service #272,Negative
The payment was processed #486,Neutral
This is the best purchase ever #251,Positive
The event starts tomorrow #275,Neutral
The food tasted awful #36,Negative
I used the app today #169,Neutral
The experience was wonderful #386,Positive
The design looks outdated #448,Negative
The train arrived on time #353,Neutral
The experience was wonderful #612,Positive
The payment was processed #903,Neutral
I am unhappy with the purchase #612,Negative
This product is terrible #533,Negative
Delivery was fast and smooth #238,Positive
I used the app today #866,Neutral
The app crashes often #927,Negative
I used the app today #973,Neutral
The account was created #689,Neutral
The quality is very poor #307,Negative
The product arrived yesterday #993,Neutral
The product arrived yesterday #986,Neutral
This is the best purchase ever #411,Positive
I used the app today #572,Neutral
The train arrived on time #94,Neutral
The message was delivered #168,Neutral
The food tasted delicious #289,Positive
The class begins at nine #463,Neutral
I am unhappy with the purchase #730,Negative
The system is running normally #104,Neutral
Customer support was helpful #337,Positive
The experience was wonderful #632,Positive
This is the worst purchase ever #503,Negative
The app crashes often #40,Negative
Customer support was rude #978,Negative
The quality is very poor #814,Negative
The experience was disappointing #264,Negative
This product is terrible #771,Negative
The train arrived on time #199,Neutral
The food tasted awful #865,Negative
The payment was processed #733,Neutral
Everything exceeded my expectations #697,Positive
The order number was updated #902,Neutral
Customer support was helpful #646,Positive
This product is amazing #554,Positive
The system is running normally #694,Neutral
The train arrived on time #521,Neutral
Customer support was helpful #1,Positive
The experience was disappointing #152,Negative
I used the app today #337,Neutral
The package contains accessories #736,Neutral
This product is amazing #767,Positive
I am very happy with the purchase #153,Positive
The meeting was scheduled #343,Neutral
The app works perfectly #641,Positive
The product arrived yesterday #87,Neutral
The quality is excellent #951,Positive
Delivery was delayed badly #402,Negative
Delivery was fast and smooth #491,Positive
The app crashes often #538,Negative
Customer support was rude #39,Negative
Customer support was rude #663,Negative
The movie was fantastic #346,Positive
Delivery was fast and smooth #197,Positive
Delivery was delayed badly #950,Negative
I hated the service #638,Negative
The meeting was scheduled #402,Neutral
The design looks outdated #857,Negative
The item is available online #320,Neutral
The account was created #38,Neutral
The movie was boring #461,Negative
The system is running normally #396,Neutral
Everything failed my expectations #966,Negative
I disliked the performance #221,Negative
I used the app today #175,Neutral
The payment was processed #611,Neutral
I would highly recommend this #827,Positive
The train arrived on time #756,Neutral
I really enjoyed the service #932,Positive
This is the worst purchase ever #896,Negative
The file was uploaded successfully #44,Neutral
I would highly recommend this #331,Positive
I disliked the performance #299,Negative
I loved the performance #796,Positive
The payment was processed #226,Neutral
Customer support was rude #938,Negative
I am very happy with the purchase #878,Positive
Everything failed my expectations #598,Negative
The file was uploaded successfully #293,Neutral
This is the worst purchase ever #762,Negative
I really enjoyed the service #199,Positive
Everything exceeded my expectations #831,Positive
The payment was processed #686,Neutral
The experience was disappointing #70,Negative
The design looks beautiful #928,Positive
I really enjoyed the service #19,Positive
The quality is very poor #698,Negative
This is the worst purchase ever #367,Negative
I loved the performance #237,Positive
The report was submitted #657,Neutral
The class begins at nine #259,Neutral
This product is terrible #173,Negative
The food tasted delicious #186,Positive
The payment was processed #100,Neutral
I loved the performance #869,Positive
The design looks outdated #597,Negative
The item is available online #761,Neutral
I am unhappy with the purchase #674,Negative
The quality is excellent #777,Positive
The event starts tomorrow #131,Neutral
This is the worst purchase ever #680,Negative
The payment was processed #379,Neutral
The quality is very poor #193,Negative
Everything exceeded my expectations #824,Positive
The experience was wonderful #700,Positive
This is the best purchase ever #687,Positive
The movie was boring #941,Negative
The message was delivered #414,Neutral
The meeting was scheduled #381,Neutral
The file was uploaded successfully #37,Neutral
The report was submitted #638,Neutral
I would highly recommend this #226,Positive
The system is running normally #613,Neutral
I am unhappy with the purchase #656,Negative
The system is running normally #297,Neutral
This product is terrible #425,Negative
The meeting was scheduled #245,Neutral
I really enjoyed the service #655,Positive
The report was submitted #688,Neutral
The design looks outdated #600,Negative
The quality is very poor #510,Negative
The quality is excellent #926,Positive
The order number was updated #545,Neutral
Customer support was rude #111,Negative
I am very happy with the purchase #80,Positive
I hated the service #499,Negative
I would never recommend this #749,Negative
The design looks beautiful #938,Positive
The system is running normally #721,Neutral
Delivery was fast and smooth #97,Positive
The app works perfectly #620,Positive
I am unhappy with the purchase #21,Negative
The movie was fantastic #749,Positive
The movie was fantastic #920,Positive
The account was created #68,Neutral
The product arrived yesterday #397,Neutral
Delivery was fast and smooth #578,Positive
The report was submitted #899,Neutral
Everything exceeded my expectations #703,Positive
The system is running normally #141,Neutral
I loved the performance #326,Positive
The app works perfectly #679,Positive
This product is terrible #236,Negative
The product arrived yesterday #140,Neutral
Everything failed my expectations #217,Negative
I am unhappy with the purchase #818,Negative
The app works perfectly #861,Positive
The app crashes often #343,Negative
The movie was fantastic #717,Positive
The design looks beautiful #666,Positive
The food tasted awful #906,Negative
The order number was updated #395,Neutral
Customer support was rude #253,Negative
I used the app today #178,Neutral
I am unhappy with the purchase #983,Negative
The system is running normally #182,Neutral
I used the app today #464,Neutral
The quality is excellent #76,Positive
The train arrived on time #488,Neutral
The class begins at nine #483,Neutral
The event starts tomorrow #959,Neutral
This is the worst purchase ever #754,Negative
I really enjoyed the service #681,Positive
Delivery was delayed badly #830,Negative
The quality is excellent #935,Positive
The file was uploaded successfully #98,Neutral
I hated the service #419,Negative
Customer support was rude #964,Negative
The quality is excellent #139,Positive
Everything failed my expectations #580,Negative
I would never recommend this #410,Negative
The experience was disappointing #797,Negative
Customer support was rude #887,Negative
I loved the performance #988,Positive
This is the best purchase ever #572,Positive
This product is terrible #436,Negative
The design looks outdated #637,Negative
The app works perfectly #94,Positive
The design looks outdated #10,Negative
This is the worst purchase ever #944,Negative
This is the worst purchase ever #120,Negative
The event starts tomorrow #509,Neutral
Everything exceeded my expectations #788,Positive
This product is amazing #179,Positive
The design looks beautiful #258,Positive
This product is terrible #244,Negative
The movie was boring #495,Negative
The food tasted awful #46,Negative
The class begins at nine #818,Neutral
The train arrived on time #916,Neutral
The item is available online #295,Neutral
I really enjoyed the service #917,Positive
The design looks beautiful #125,Positive
The movie was fantastic #257,Positive
I would highly recommend this #74,Positive
The food tasted awful #898,Negative
I would never recommend this #594,Negative
The event starts tomorrow #146,Neutral
The movie was boring #257,Negative
I really enjoyed the service #230,Positive
I disliked the performance #18,Negative
The food tasted delicious #98,Positive
This product is amazing #363,Positive
I really enjoyed the service #177,Positive
The payment was processed #401,Neutral
This product is amazing #661,Positive
Everything failed my expectations #963,Negative
I would highly recommend this #165,Positive
This product is amazing #227,Positive
I disliked the performance #298,Negative
The file was uploaded successfully #201,Neutral
The item is available online #557,Neutral
The file was uploaded successfully #7,Neutral
The quality is excellent #391,Positive
I would never recommend this #874,Negative
The experience was wonderful #223,Positive
Customer support was helpful #908,Positive
The payment was processed #634,Neutral
Customer support was helpful #850,Positive
The message was delivered #63,Neutral
Everything exceeded my expectations #846,Positive
The item is available online #573,Neutral
This is the worst purchase ever #502,Negative
I loved the performance #563,Positive
The design looks beautiful #17,Positive
The experience was wonderful #711,Positive
I used the app today #120,Neutral
The class begins at nine #682,Neutral
The app works perfectly #34,Positive
Customer support was helpful #412,Positive
The order number was updated #252,Neutral
The train arrived on time #160,Neutral
The design looks outdated #74,Negative
I hated the service #636,Negative
The meeting was scheduled #550,Neutral
I would never recommend this #710,Negative
The order number was updated #594,Neutral
The account was created #549,Neutral
I would highly recommend this #964,Positive
The meeting was scheduled #261,Neutral
The class begins at nine #890,Neutral
This product is terrible #1,Negative
I really enjoyed the service #106,Positive
Delivery was fast and smooth #468,Positive
Customer support was rude #440,Negative
This product is amazing #989,Positive
Delivery was fast and smooth #692,Positive
This is the best purchase ever #610,Positive
This is the best purchase ever #716,Positive
The food tasted delicious #533,Positive
The app crashes often #50,Negative
The product arrived yesterday #921,Neutral
The experience was disappointing #451,Negative
I am unhappy with the purchase #344,Negative
The account was created #868,Neutral
I used the app today #731,Neutral
This is the best purchase ever #93,Positive
The quality is excellent #729,Positive
The product arrived yesterday #526,Neutral
The quality is very poor #722,Negative
The item is available online #419,Neutral
The system is running normally #656,Neutral
The file was uploaded successfully #418,Neutral
The movie was fantastic #874,Positive
The experience was wonderful #256,Positive
The product arrived yesterday #189,Neutral
This product is terrible #574,Negative
This is the worst purchase ever #308,Negative
I used the app today #306,Neutral
I disliked the performance #17,Negative
The app crashes often #48,Negative
The experience was wonderful #743,Positive
The event starts tomorrow #20,Neutral
I am unhappy with the purchase #657,Negative
The quality is excellent #662,Positive
This is the worst purchase ever #238,Negative
I would never recommend this #279,Negative
I would highly recommend this #79,Positive
The experience was wonderful #372,Positive
This is the best purchase ever #552,Positive
The movie was boring #976,Negative
The product arrived yesterday #825,Neutral
The package contains accessories #653,Neutral
The package contains accessories #413,Neutral
Customer support was rude #187,Negative
I loved the performance #905,Positive
Everything exceeded my expectations #209,Positive
Delivery was delayed badly #831,Negative
The meeting was scheduled #923,Neutral
I disliked the performance #192,Negative
This is the worst purchase ever #741,Negative
The food tasted delicious #12,Positive
The design looks beautiful #523,Positive
The app works perfectly #922,Positive
I disliked the performance #962,Negative
